===== wnba_2018_totals.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Player,Team,Pos,G,MP,G,MP,PER,TS%,eFG%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg, ,OWS,DWS,WS,WS/40
DeWanna Bonner,PHO,G-F,34,1120,34,1120,"20,5",",566",",512",",383",",293","5,3","13,1","17,2","2,0","1,0","9,6","23,6",114,105,0,"3,2","1,5","4,7",",169"
Chelsea Gray,LAS,G,34,1111,34,1111,"18,6",",572",",531",",243",",243","1,8","6,3","27,2","2,3","0,5","15,3","22,3",109,103,0,"2,2","1,8","4,0",",143"
Brittney Griner,PHO,C,34,1108,34,1108,"23,9",",602",",545",",008",",419","7,2","14,1","12,5","0,8","6,0","12,1","27,3",114,104,0,"3,5","1,7","5,2",",187"
Skylar Diggins,DAL,G,32,1092,32,1092,"19,0",",531",",459",",373",",390","2,3","5,7","30,8","2,1","1,2","13,0","24,4",113,109,0,"3,1","0,8","3,9",",142"
Tina Charles,NYL,C,33,1088,33,1088,"18,4",",534",",501",",171",",219","6,6","12,3","16,9","1,1","1,6","13,2","29,2",101,109,0,"0,9","0,9","1,7",",064"
Sylvia Fowles*,MIN,C,34,1087,34,1087,"26,5",",658",",619",",000",",441","13,5","22,4","12,6","2,3","3,3","18,4","23,4",117,96,0,"3,7","2,9","6,6",",243"
Kristi Toliver,WAS,G,33,1087,33,1087,"15,9",",594",",538",",581",",282","0,5","4,2","21,5","1,9","0,1","15,7","19,4",114,110,0,"2,6","0,7","3,3",",120"
Maya Moore*,MIN,F,34,1081,34,1081,"19,7",",528",",486",",343",",228","5,2","9,7","14,7","2,7","0,9","9,4","26,8",107,101,0,"2,0","2,1","4,1",",150"
Breanna Stewart,SEA,F,34,1074,34,1074,"28,9",",633",",589",",288",",337","4,3","15,3","14,7","2,2","3,6","9,4","27,3",122,97,0,"5,0","2,7","7,7",",288"
Jewell Loyd,SEA,G,34,1010,34,1010,"19,0",",550",",501",",421",",265","5,0","8,9","20,2","2,2","0,4","11,9","24,4",111,103,0,"2,5","1,6","4,2",",164"
A'ja Wilson,LVA,C,33,1010,33,1010,"24,6",",534",",462",",000",",468","7,3","14,5","13,7","1,4","4,4","6,9","29,2",111,104,0,"3,0","1,4","4,4",",176"
Candice Dupree,IND,F,32,1006,32,1006,"16,1",",520",",488",",002",",177","4,0","11,9","10,4","1,5","0,9","10,4","22,1",101,109,0,"0,7","0,8","1,4",",058"
Kayla McBride,LVA,G,31,1000,31,1000,"18,9",",566",",503",",278",",301","2,8","6,7","18,7","1,6","0,3","11,2","24,0",111,110,0,"2,4","0,6","3,0",",119"
Diana Taurasi,PHO,G,33,989,33,989,"24,2",",638",",563",",611",",411","0,5","6,9","32,8","1,6","0,6","13,7","28,8",120,108,0,"4,8","0,8","5,6",",227"
Kayla Thornton,DAL,F,34,971,34,971,"12,6",",567",",531",",475",",196","5,3","8,2","9,9","1,8","1,0","11,8","13,9",116,109,0,"1,9","0,7","2,6",",106"
Diamond DeShields,CHI,G,34,967,34,967,"15,7",",540",",476",",312",",358","4,7","10,1","12,9","1,9","0,8","13,4","24,1",104,112,0,"1,1","0,3","1,4",",059"
Jasmine Thomas,CON,G,34,956,34,956,"14,9",",498",",455",",368",",206","3,1","6,7","25,3","2,0","0,7","16,2","23,6",103,105,0,"1,1","1,3","2,3",",097"
Courtney Vandersloot,CHI,G,30,955,30,955,"18,5",",606",",570",",406",",248","1,9","6,8","43,4","2,1","1,3","25,2","19,3",111,112,0,"2,1","0,3","2,3",",098"
Allie Quigley,CHI,G,32,951,32,951,"15,0",",586",",559",",443",",160","1,3","4,7","14,9","1,2","0,8","13,6","22,8",106,116,0,"1,3","-0,2","1,1",",046"
Candace Parker,LAS,F-C,31,949,31,949,"25,2",",573",",520",",283",",348","6,4","16,1","28,3","2,1","3,0","16,0","28,9",108,98,0,"2,3","2,3","4,6",",195"
Liz Cambage,DAL,C,32,945,32,945,"30,7",",643",",602",",078",",485","9,3","19,0","16,5","0,8","4,5","13,4","30,1",121,104,0,"4,8","1,4","6,2",",260"
Renee Montgomery,ATL,G,34,935,34,935,"13,9",",576",",531",",764",",244","0,5","3,4","21,1","2,4","0,2","15,1","16,6",111,103,0,"1,6","1,5","3,1",",132"
Elena Delle Donne,WAS,F-G,29,933,29,933,"27,3",",592",",542",",268",",275","5,5","13,5","13,6","1,5","3,6","5,1","26,2",124,104,0,"4,6","1,3","5,9",",253"
Victoria Vivians,IND,G-F,34,920,34,920,"11,3",",554",",529",",627",",112","2,0","6,7","7,5","1,8","0,5","10,8","15,1",106,111,0,"0,8","0,5","1,3",",057"
Allisha Gray,DAL,G,34,907,34,907,"13,4",",538",",464",",448",",383","5,2","7,4","13,9","2,4","0,7","14,0","15,9",112,109,0,"1,6","0,7","2,3",",103"
Jessica Breland,ATL,F,34,899,34,899,"14,5",",454",",428",",000",",152","7,1","16,6","12,4","2,2","5,7","15,6","17,7",92,94,0,"-0,6","2,7","2,1",",094"
Tiffany Hayes,ATL,G,31,897,31,897,"19,9",",562",",494",",327",",421","3,4","6,9","16,8","2,0","0,6","9,5","25,4",113,103,0,"2,6","1,5","4,1",",183"
Briann January,PHO,G,33,895,33,895,"9,5",",581",",552",",549",",198","2,0","4,5","18,4","1,1","0,3","18,9","12,5",110,112,0,"1,1","0,3","1,4",",064"
Elizabeth Williams,ATL,C-F,33,885,33,885,"16,1",",563",",548",",000",",466","8,8","11,9","8,5","1,5","5,3","13,3","15,1",111,99,0,"1,4","1,9","3,3",",150"
Natalie Achonwa,IND,F,34,883,34,883,"18,7",",580",",527",",000",",365","10,6","15,4","9,4","1,7","2,2","11,2","17,5",117,107,0,"2,3","0,9","3,2",",145"
Tamera Young,LVA,F,33,881,33,881,"11,7",",459",",415",",041",",291","4,6","10,6","16,3","1,8","0,6","13,4","20,0",94,108,0,"-0,4","0,8","0,4",",019"
Tiffany Mitchell,IND,G,34,871,34,871,"11,2",",465",",399",",206",",313","3,1","7,0","15,3","1,8","0,8","12,9","19,8",95,111,0,"-0,3","0,4","0,1",",006"
Natasha Howard,SEA,F,34,869,34,869,"22,3",",615",",573",",163",",325","11,1","14,6","6,4","2,6","6,0","14,9","22,4",114,96,0,"2,3","2,3","4,6",",210"
Odyssey Sims,LAS,G,34,867,34,867,"9,3",",462",",416",",205",",295","1,9","5,9","17,3","1,2","0,1","14,7","19,5",92,106,0,"-0,6","1,0","0,4",",020"
Seimone Augustus*,MIN,G-F,33,864,33,864,"12,6",",512",",499",",198",",102","0,7","4,2","17,0","0,8","0,8","10,3","20,4",102,107,0,"0,6","0,9","1,5",",069"
Nneka Ogwumike,LAS,F,27,831,27,831,"21,5",",580",",539",",081",",270","7,0","13,4","11,6","2,7","1,2","10,0","22,9",113,99,0,"2,2","1,8","4,0",",192"
Kelsey Mitchell,IND,G,34,829,34,829,"11,7",",477",",432",",510",",237","1,2","4,2","20,6","1,4","0,4","12,7","28,4",93,113,0,"-0,6","0,2","-0,5","-0,022"
Sue Bird*,SEA,G,31,824,31,824,"19,1",",604",",587",",543",",117","0,7","3,8","40,7","2,2","0,2","18,5","17,5",121,105,0,"2,9","1,1","3,9",",192"
Alysha Clark,SEA,F,31,813,31,813,"11,7",",599",",564",",428",",225","4,6","7,7","10,3","2,0","0,4","15,9","12,6",114,104,0,"1,3","1,2","2,5",",123"
Courtney Williams,CON,G,30,812,30,812,"15,9",",491",",483",",141",",067","6,4","12,7","17,6","1,4","0,2","12,3","23,4",103,104,0,"0,8","1,2","2,0",",096"
Bria Hartley,NYL,G,34,806,34,806,"11,1",",490",",457",",442",",245","3,5","7,2","24,9","1,8","0,2","18,8","20,3",95,110,0,"-0,2","0,5","0,2",",012"
Angel McCoughtry,ATL,F-G,29,799,29,799,"19,1",",512",",446",",188",",346","6,3","12,1","20,1","2,4","1,6","14,0","29,5",101,99,0,"0,6","1,8","2,4",",121"
Chiney Ogwumike,CON,F-C,31,790,31,790,"24,4",",650",",604",",007",",404","12,2","16,7","6,5","2,2","2,0","12,9","21,6",125,101,0,"3,4","1,6","5,0",",253"
Kelsey Plum,LVA,G,31,790,31,790,"15,4",",601",",570",",471",",176","2,0","5,2","24,3","1,6","0,5","13,1","15,3",118,110,0,"1,9","0,4","2,3",",119"
Essence Carson,LAS,G,34,786,34,786,"11,9",",535",",519",",466",",069","1,5","6,9","6,3","2,0","1,3","8,1","15,7",103,103,0,"0,5","1,3","1,8",",091"
Gabby Williams,CHI,F,34,781,34,781,"13,1",",482",",447",",110",",195","6,6","10,9","11,3","3,6","0,8","12,9","16,8",99,108,0,"0,2","0,7","0,9",",044"
Kia Nurse,NYL,G,34,774,34,774,"12,7",",535",",475",",492",",301","3,5","6,2","11,7","1,5","0,6","9,4","18,7",108,111,0,"1,2","0,3","1,5",",076"
Alana Beard,LAS,G-F,30,766,30,766,"8,7",",435",",400",",038",",162","5,6","7,7","9,5","3,0","0,7","12,6","9,9",99,102,0,"0,1","1,4","1,5",",079"
Stefanie Dolson,CHI,C,27,745,27,745,"12,4",",539",",507",",227",",140","3,3","9,7","17,5","1,0","2,4","16,5","17,4",102,112,0,"0,5","0,2","0,7",",036"
Alex Bentley,TOT,G,35,745,35,745,"12,4",",468",",446",",384",",142","1,5","3,9","24,8","2,7","0,3","13,9","23,7",97,104,0,"0,0","1,1","1,1",",059"
Erica Wheeler,IND,G,34,737,34,737,"12,8",",432",",388",",270",",209","2,9","7,9","33,2","2,0","0,7","13,5","22,0",95,110,0,"-0,3","0,5","0,1",",008"
Alyssa Thomas,CON,F,24,734,24,734,"15,3",",491",",464",",005",",450","7,3","15,4","19,4","1,9","1,1","16,0","17,7",105,101,0,"0,8","1,4","2,2",",120"
Natasha Cloud,WAS,G,27,715,27,715,"13,5",",535",",515",",407",",132","1,0","7,2","27,4","1,5","0,5","17,2","16,8",108,109,0,"1,0","0,5","1,6",",087"
Azura Stevens,DAL,F-C,34,700,34,700,"16,9",",526",",484",",341",",256","9,9","12,9","10,4","2,2","4,4","15,1","20,7",105,105,0,"0,9","1,0","1,8",",104"
Jonquel Jones,CON,C,34,697,34,697,"24,3",",656",",642",",395",",292","11,6","15,7","13,0","1,1","5,0","15,2","22,3",123,101,0,"2,9","1,3","4,2",",243"
Rebekkah Brunson,MIN,F,25,691,25,691,"11,7",",498",",462",",304",",310","6,4","14,7","13,0","1,5","1,6","17,1","14,2",101,101,0,"0,3","1,3","1,6",",093"
LaToya Sanders,WAS,F-C,28,686,28,686,"23,5",",654",",607",",005",",319","11,2","15,6","10,8","2,7","3,8","12,1","16,6",130,102,0,"2,9","1,2","4,1",",237"
Cheyenne Parker-Tyus,CHI,F,34,670,34,670,"19,1",",587",",544",",079",",448","10,9","17,1","6,0","1,4","4,1","14,3","22,4",109,108,0,"1,3","0,6","1,9",",112"
Ariel Atkins,WAS,G,29,652,29,652,"17,8",",544",",513",",453",",183","5,1","6,3","15,9","3,1","1,3","11,5","23,9",108,106,0,"1,3","0,7","2,0",",123"
Glory Johnson,DAL,F,29,652,29,652,"14,3",",507",",458",",265",",289","8,5","15,4","9,5","2,2","1,7","14,5","17,7",104,105,0,"0,6","0,9","1,5",",091"
Shekinna Stricklen,CON,F,34,639,34,639,"11,7",",605",",592",",754",",078","1,6","7,0","3,5","1,6","0,5","9,3","13,8",118,105,0,"1,2","0,8","2,0",",125"
Lindsay Whalen*,MIN,G,32,617,32,617,"11,0",",461",",405",",235",",235","1,9","8,0","24,5","1,8","0,4","17,2","17,5",97,103,0,"0,0","1,0","0,9",",060"
Brittany Boyd,NYL,G,30,613,30,613,"13,4",",497",",444",",160",",314","1,9","11,1","42,1","3,1","0,4","29,6","20,2",92,104,0,"-0,5","0,9","0,4",",025"
Sugar Rodgers,NYL,G,31,608,31,608,"10,3",",502",",478",",719",",124","3,6","9,6","16,2","1,8","0,4","15,6","17,2",98,109,0,"0,1","0,5","0,5",",035"
Brittney Sykes,ATL,G,29,600,29,600,"15,3",",503",",458",",347",",415","3,3","9,4","19,4","0,8","2,4","10,3","22,5",104,102,0,"0,7","1,0","1,7",",115"
Tierra Ruffin-Pratt,WAS,G,33,598,33,598,"10,3",",473",",390",",311",",378","4,6","6,7","12,8","1,7","0,8","12,0","16,7",103,110,0,"0,4","0,4","0,8",",055"
Tanisha Wright,MIN,G,33,586,33,586,"6,7",",487",",455",",361",",203","2,3","5,4","16,5","1,4","0,6","22,5","14,5",91,105,0,"-0,4","0,8","0,4",",026"
Layshia Clarendon,TOT,G,33,549,33,549,"9,5",",481",",408",",141",",373","3,4","6,3","19,0","1,4","0,0","18,7","16,0",99,106,0,"0,1","0,7","0,8",",056"
Riquna Williams,LAS,G,33,546,33,546,"13,6",",551",",528",",643",",151","2,6","5,1","6,7","2,1","0,5","7,0","19,9",107,104,0,"0,7","0,8","1,5",",111"
Cappie Pondexter,TOT,G,30,545,30,545,"10,7",",453",",406",",135",",202","1,4","5,9","17,8","1,4","0,0","10,0","22,7",93,110,0,"-0,3","0,3","0,0","-0,003"
Jordin Canada,SEA,G,33,543,33,543,"11,1",",446",",385",",302",",357","2,0","5,2","29,3","2,8","0,1","21,0","22,2",92,103,0,"-0,5","0,9","0,4",",029"
Camille Smith,PHO,F,33,536,33,536,"5,0",",431",",370",",310",",310","3,8","6,7","10,9","1,7","1,4","20,3","12,2",88,109,0,"-0,5","0,4","0,0","-0,002"
Tianna Hawkins,WAS,F,32,532,32,532,"12,2",",528",",511",",383",",093","8,0","12,7","7,4","1,7","1,9","15,9","19,5",100,106,0,"0,2","0,6","0,8",",062"
Kia Vaughn,NYL,C,29,532,29,532,"12,1",",549",",533",",000",",204","7,3","12,6","6,3","1,9","1,2","16,3","15,2",101,107,0,"0,2","0,5","0,7",",056"
Shavonte Zellous,NYL,G,22,531,22,531,"11,5",",512",",450",",201",",409","1,3","7,5","20,0","1,3","0,8","13,3","17,3",104,110,0,"0,4","0,3","0,8",",057"
Kahleah Copper,CHI,G-F,33,524,33,524,"10,8",",514",",456",",314",",275","4,0","8,1","6,3","1,0","0,9","12,3","22,2",98,115,0,"0,0","-0,1","0,0","-0,001"
Danielle Robinson,MIN,G,28,521,28,521,"13,2",",517",",455",",123",",310","1,8","5,8","28,2","2,6","0,2","21,8","19,6",98,103,0,"0,1","0,9","0,9",",073"
Jantel Lavender,LAS,F,30,511,30,511,"10,4",",468",",437",",101",",126","7,9","13,1","7,0","1,4","1,2","15,2","18,4",92,103,0,"-0,4","0,9","0,5",",037"
Monique Currie,WAS,F,32,508,32,508,"11,3",",522",",445",",337",",413","4,2","11,3","8,5","1,3","1,0","15,8","21,8",99,107,0,"0,2","0,5","0,7",",052"
Cecilia Zandalasini,MIN,F,29,478,29,478,"8,0",",519",",487",",403",",168","1,5","6,8","10,6","0,9","0,2","16,2","18,1",95,106,0,"-0,1","0,6","0,4",",037"
Dearica Hamby,LVA,F,33,474,33,474,"19,8",",601",",563",",257",",354","8,7","13,9","14,8","2,5","1,5","15,5","21,7",111,104,0,"1,1","0,7","1,7",",146"
Morgan Tuck,CON,F,34,462,34,462,"14,3",",561",",538",",373",",136","5,7","9,8","5,8","1,5","0,7","11,8","19,0",110,105,0,"0,8","0,6","1,4",",120"
Leilani Mitchell,PHO,G,31,461,31,461,"9,3",",492",",469",",695",",107","2,7","5,6","23,5","1,6","1,0","20,8","17,3",96,110,0,"-0,1","0,3","0,2",",019"
Amanda Zahui B.,NYL,C,29,460,29,460,"13,3",",569",",558",",339",",211","9,2","11,0","8,5","1,2","2,3","18,6","23,8",97,109,0,"0,0","0,3","0,3",",028"
Kaela Davis,DAL,F,27,453,27,453,"4,4",",419",",382",",285",",271","3,4","7,1","12,5","1,0","0,2","17,8","18,6",85,112,0,"-0,8","0,2","-0,6","-0,053"
Stephanie Talbot,PHO,F,31,453,31,453,"11,0",",611",",565",",524",",250","7,0","7,9","13,7","1,6","1,7","22,5","12,2",112,109,0,"0,7","0,3","1,0",",089"
Kaleena Mosqueda-Lewis,SEA,F,33,442,33,442,"9,4",",545",",527",",547",",081","2,2","6,3","9,3","0,5","0,0","13,0","18,1",102,108,0,"0,3","0,4","0,7",",060"
Kiah Stokes,NYL,C,30,427,30,427,"11,9",",550",",545",",000",",195","11,5","18,2","4,4","1,3","3,9","20,1","11,1",104,105,0,"0,2","0,6","0,8",",078"
Yvonne Turner,PHO,G,32,426,32,426,"10,8",",490",",468",",568",",176","2,1","8,0","15,8","2,5","0,4","12,9","16,7",99,106,0,"0,1","0,5","0,6",",054"
Rachel Banham,CON,G,33,424,33,424,"14,0",",578",",526",",609",",286","1,6","4,0","15,9","1,8","0,6","10,7","17,1",121,106,0,"1,3","0,5","1,7",",163"
Sancho Lyttle,PHO,F,18,419,18,419,"15,3",",579",",540",",009",",212","7,5","13,7","10,3","2,0","1,3","12,1","15,4",115,105,0,"0,8","0,6","1,4",",133"
Erica McCall,IND,F,34,418,34,418,"10,3",",418",",390",",073",",174","12,2","12,9","5,1","1,5","3,2","9,3","14,1",97,109,0,"0,0","0,3","0,3",",030"
JiSu Park,LVA,C,32,417,32,417,"8,6",",415",",388",",020",",214","7,2","14,2","10,5","1,2","3,9","17,7","13,4",88,105,0,"-0,4","0,5","0,1",",012"
Nia Coffey,LVA,F,28,386,28,386,"6,2",",443",",387",",036",",496","6,1","9,5","6,8","1,2","1,3","18,5","22,8",82,109,0,"-1,0","0,3","-0,7","-0,073"
Marissa Coleman,NYL,G-F,21,384,21,384,"7,3",",417",",400",",374",",052","3,9","7,6","9,1","1,3","1,1","10,0","15,4",88,111,0,"-0,4","0,2","-0,2","-0,018"
Carolyn Swords,LVA,C,26,375,26,375,"14,3",",593",",557",",000",",203","13,4","18,1","9,3","0,7","3,7","19,6","12,3",114,106,0,"0,6","0,4","1,1",",115"
Alaina Coates,CHI,C,32,364,32,364,"12,7",",595",",568",",000",",541","13,1","16,4","5,5","0,8","1,5","15,7","13,3",116,112,0,"0,7","0,1","0,8",",090"
Crystal Langhorne,SEA,F-C,26,362,26,362,"10,6",",536",",500",",038",",173","5,7","12,3","3,8","1,1","0,9","17,7","17,0",96,103,0,"-0,1","0,6","0,5",",056"
Jamierra Faulkner,CHI,G,17,360,17,360,"8,4",",446",",414",",470",",179","1,7","3,9","29,2","1,1","0,4","19,5","22,2",90,117,0,"-0,5","-0,1","-0,6","-0,067"
Courtney Paris,SEA,C,34,360,34,360,"12,8",",541",",533",",017",",283","13,0","21,4","8,6","1,1","1,9","17,2","10,2",117,99,0,"0,6","0,8","1,4",",157"
Lindsay Allen,LVA,G,24,358,24,358,"9,8",",443",",390",",219",",329","0,9","4,7","27,5","2,1","0,0","20,1","12,5",96,110,0,"0,0","0,2","0,2",",020"
Monique Billings,ATL,F,32,353,32,353,"12,4",",495",",441",",000",",344","11,5","13,8","5,4","2,0","0,2","11,6","14,9",106,101,0,"0,4","0,7","1,0",",117"
Aerial Powers,TOT,G,24,345,24,345,"13,0",",520",",443",",361",",377","5,5","11,3","9,8","1,9","1,4","17,9","22,0",98,107,0,"0,1","0,4","0,5",",052"
Kelsey Bone,LVA,C,32,344,32,344,"6,7",",506",",500",",000",",225","6,2","11,3","16,7","0,4","0,5","25,4","14,7",91,111,0,"-0,3","0,2","-0,1","-0,010"
Imani McGee-Stafford,ATL,C,29,305,29,305,"12,3",",459",",453",",000",",174","14,0","18,0","9,5","2,1","2,9","19,9","16,5",93,97,0,"-0,2","0,8","0,6",",078"
Epiphanny Prince,NYL,G,16,305,16,305,"12,5",",509",",467",",352",",197","2,6","4,8","15,4","2,4","0,0","11,4","22,2",100,110,0,"0,2","0,2","0,3",",042"
Rebecca Allen,NYL,F-G,28,291,28,291,"9,9",",478",",426",",376",",248","5,1","9,6","4,6","1,6","3,3","12,5","19,9",92,108,0,"-0,2","0,3","0,1",",011"
Temi Fagbenle,MIN,C,30,283,30,283,"12,9",",539",",506",",000",",299","11,9","12,8","9,7","1,5","2,7","20,2","17,5",101,102,0,"0,1","0,5","0,6",",088"
Jaime Nared,LVA,G-F,31,283,31,283,"6,9",",428",",344",",388",",350","3,9","9,0","7,1","2,3","0,6","15,6","16,6",86,107,0,"-0,4","0,3","-0,1","-0,014"
Betnijah Laney-Hamilton,CON,G-F,29,271,29,271,"11,9",",514",",479",",129",",157","8,4","10,7","10,8","2,1","0,0","17,6","14,5",105,105,0,"0,2","0,4","0,6",",092"
Sami Whitcomb,SEA,G,31,265,31,265,"11,0",",513",",494",",802",",070","2,3","6,3","8,8","3,1","1,2","14,5","17,7",96,101,0,"0,0","0,5","0,5",",071"
Kayla Alexander,IND,C,30,257,30,257,"11,8",",584",",541",",000",",279","8,9","14,7","3,3","0,8","3,3","21,7","15,5",100,108,0,"0,1","0,2","0,3",",048"
Damiris Dantas,ATL,C-F,19,255,19,255,"12,2",",486",",459",",216",",186","7,3","9,8","10,8","1,6","0,0","8,7","19,6",103,103,0,"0,2","0,4","0,6",",094"
Astou Ndour-Fall,CHI,C-F,22,255,22,255,"14,7",",565",",519",",282",",333","11,0","12,4","4,4","1,0","3,0","11,0","17,6",112,113,0,"0,5","0,0","0,5",",084"
Myisha Hines-Allen,WAS,F,24,252,24,252,"14,8",",492",",456",",038",",325","13,6","16,4","6,4","1,9","1,3","9,0","18,3",109,106,0,"0,4","0,3","0,7",",117"
Moriah Jefferson,LVA,G,16,251,16,251,"9,5",",447",",397",",172",",241","2,2","4,6","20,9","2,0","0,0","14,3","19,2",93,110,0,"-0,2","0,1","0,0","-0,004"
Cayla George,DAL,C-F,23,245,23,245,"11,1",",515",",513",",500",",077","7,2","15,2","10,5","0,4","1,6","14,8","16,6",103,109,0,"0,2","0,2","0,4",",060"
Brionna Jones,CON,F,27,242,27,242,"11,6",",535",",469",",000",",516","11,3","12,7","3,5","1,3","2,1","16,9","16,9",105,105,0,"0,3","0,3","0,6",",098"
Angel Robinson,PHO,F-C,24,238,24,238,"9,7",",541",",452",",024",",476","12,2","18,0","8,2","1,1","1,9","29,2","13,9",98,105,0,"0,0","0,3","0,3",",057"
Krystal Thomas,WAS,C,24,237,24,237,"3,7",",459",",429",",000",",262","11,0","14,9","2,5","0,9","0,7","28,9","12,8",84,108,0,"-0,3","0,2","-0,1","-0,020"
Tayler Hill,TOT,G,20,235,20,235,"4,9",",410",",363",",536",",167","1,5","3,8","12,8","0,7","0,7","15,9","20,3",84,113,0,"-0,4","0,0","-0,4","-0,069"
Alexis Jones,MIN,G,26,229,26,229,"6,2",",455",",440",",549",",088","2,6","6,0","12,7","0,7","0,7","15,2","22,1",87,107,0,"-0,4","0,3","-0,1","-0,018"
Maria Kliundikova,LAS,F,25,204,25,204,"18,8",",574",",554",",162",",162","10,5","16,3","9,6","2,3","4,6","13,1","21,3",109,97,0,"0,4","0,5","0,9",",174"
Stephanie Mavunga,IND,F,25,194,25,194,"13,0",",534",",477",",023",",341","14,0","16,7","3,4","2,1","2,6","17,9","14,4",105,106,0,"0,2","0,2","0,4",",083"
Blake Dietrick,ATL,G,26,186,26,186,"3,8",",491",",471",",657",",171","1,2","4,2","8,7","1,9","0,0","24,2","11,6",85,104,0,"-0,2","0,3","0,1",",014"
Noelle Quinn,SEA,G,20,181,20,181,"1,8",",349",",349",",395",",000","1,3","5,4","9,9","0,3","0,9","18,9","13,3",72,108,0,"-0,4","0,2","-0,3","-0,061"
Erlana Larkins,MIN,F,13,168,13,168,"10,4",",477",",444",",000",",111","9,3","12,5","14,7","2,8","1,0","24,1","10,1",101,100,0,"0,1","0,3","0,4",",095"
Shatori Walker-Kimbrough,WAS,G,19,168,19,168,"12,2",",547",",491",",411",",214","2,1","5,3","7,7","2,2","3,0","19,7","20,8",94,107,0,"-0,1","0,2","0,1",",023"
Karima Christmas-Kelly,DAL,F-G,6,167,6,167,"13,5",",650",",517",",310","1,103","7,7","11,5","7,9","0,6","0,9","18,8","13,6",123,111,0,"0,5","0,1","0,5",",128"
Linnae Harper,CHI,G,24,146,24,146,"10,8",",467",",447",",277",",213","3,3","7,2","25,9","1,7","0,5","16,3","18,8",97,114,0,"0,0","0,0","0,0",",002"
Leticia Romero,DAL,G,21,146,21,146,"5,0",",531",",344",",313",",938","6,4","6,8","21,6","0,3","0,0","39,9","11,1",96,114,0,"0,0","0,0","0,0","-0,007"
Hind Ben Abdelkader,IND,G,14,142,14,142,"-0,6",",312",",256",",674",",186","0,8","5,7","11,8","1,5","0,6","21,8","19,1",61,112,0,"-0,7","0,1","-0,7","-0,188"
Mercedes Russell,TOT,C,24,133,24,133,"9,6",",498",",471",",000",",412","7,2","14,4","4,5","0,8","1,8","14,8","16,0",96,104,0,"0,0","0,2","0,2",",056"
Lexie Brown,CON,G,22,124,22,124,"5,6",",393",",375",",659",",159","0,9","8,0","13,0","2,4","0,7","17,5","19,9",81,103,0,"-0,3","0,2","-0,1","-0,024"
Alex Montgomery,CHI,G-F,19,122,19,122,"3,6",",361",",289",",158",",211","6,0","8,6","10,2","0,8","0,6","19,4","9,4",87,115,0,"-0,1","0,0","-0,1","-0,039"
Jazmon Gwathmey,IND,G,10,116,10,116,"-0,1",",276",",244",",282",",256","1,9","8,5","12,2","1,3","1,4","13,9","19,7",61,110,0,"-0,6","0,1","-0,5","-0,181"
Asia Taylor,IND,F,14,116,14,116,"4,3",",394",",328",",172",",310","8,4","12,5","8,2","1,3","0,0","25,0","17,2",76,111,0,"-0,3","0,1","-0,3","-0,096"
Marie Gulich,PHO,C,23,115,23,115,"6,0",",523",",483",",000",",276","9,9","11,4","2,8","0,4","4,0","28,6","18,2",83,108,0,"-0,2","0,1","-0,1","-0,041"
Endy Miyem,MIN,F,20,101,20,101,"4,8",",361",",351",",270",",027","5,9","7,2","9,3","1,0","1,7","7,4","18,1",84,105,0,"-0,2","0,1","0,0","-0,018"
Karlie Samuelson,LAS,G,20,84,20,84,"9,3",",528",",528",",889",",000","2,8","7,2","10,7","1,3","5,1","14,3","11,9",102,102,0,"0,0","0,2","0,2",",090"
Theresa Plaisance,DAL,F,7,81,7,81,"13,3",",502",",514",",528",",056","14,5","18,7","10,5","1,2","1,9","17,8","23,8",97,106,0,"0,0","0,1","0,1",",043"
Lynetta Kizer,MIN,F,14,78,14,78,"2,3",",294",",242",",091",",303","9,2","16,2","15,6","1,3","0,0","11,8","24,6",73,102,0,"-0,3","0,1","-0,2","-0,107"
Chelsea Hopkins,CHI,G,4,58,4,58,"5,8",",543",",500",",000",",167","0,0","13,1","19,3","1,7","0,0","52,1","10,3",72,109,0,"-0,1","0,0","-0,1","-0,061"
Maggie Lucas,TOT,G,8,56,8,56,"-9,9",",094",",094",",813",",000","2,0","3,0","0,0","2,7","0,0","27,3","17,0",18,106,0,"-0,5","0,1","-0,4","-0,321"
Saniya Chong,DAL,G,5,43,5,43,"6,3",",273",",167",",167",",500","2,7","5,4","15,7","3,5","0,0","12,0","8,3",87,107,0,"0,0","0,0","0,0",",013"
Devereaux Peters,PHO,F,5,38,5,38,"1,3",",333",",333",",167",",000","6,7","12,6","8,2","0,0","0,0","14,3","16,9",74,110,0,"-0,1","0,0","-0,1","-0,096"
Sydney Wiese,LAS,G,11,36,11,36,"-5,7",",000",",000","1,000",",000","0,0","5,0","7,4","0,0","0,0","20,0","6,6",23,109,0,"-0,1","0,0","-0,1","-0,115"
Breanna Lewis,DAL,C,6,26,6,26,"-1,1",",335",",300",",000",",100","13,5","15,6","0,0","0,0","3,0","22,3","22,2",68,110,0,"-0,1","0,0","-0,1","-0,165"
