===== wnba_2021_totals.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Kayla Thornton,DAL,F,31,857,31,25,"27,6","2,7","6,4",",421","0,7","2,0",",349","2,0","4,3",",455","1,5","1,7",",849","2,1","5,6","1,5","0,8","0,2","1,0","2,0","7,5"
Jonquel Jones,CON,C,27,856,27,27,"31,7","7,1","13,8",",515","1,6","4,3",",362","5,6","9,5",",584","3,6","4,5",",802","2,5","11,2","2,8","1,3","1,3","2,9","3,1","19,4"
Natasha Cloud,WAS,G,27,852,27,27,"31,6","3,0","7,7",",389","1,0","3,5",",274","2,0","4,2",",487","1,7","2,0",",836","0,4","3,6","6,4","1,4","0,1","2,2","2,3","8,7"
Teaira McCowan,IND,C,32,848,32,23,"26,5","4,3","8,0",",537","0,0","0,0",0,"4,3","8,0",",537","2,7","4,1",",644","3,4","9,6","1,1","0,6","1,6","1,7","3,3","11,3"
Sami Whitcomb,NYL,G,30,843,30,28,"28,1","4,1","8,7",",473","2,5","6,0",",425","1,6","2,8",",578","0,9","1,1",",818","0,3","5,0","2,7","1,0","0,3","2,1","1,8","11,7"
Kia Nurse,PHO,G,32,835,32,32,"26,1","3,1","8,5",",359","1,8","5,2",",353","1,2","3,3",",368","1,5","1,9",",790","0,4","3,5","1,8","0,5","0,1","1,5","2,3","9,5"
Riquna Williams,LVA,G,32,833,32,32,"26,0","3,6","8,0",",444","2,0","4,7",",417","1,6","3,3",",481","1,4","1,6",",920","0,2","2,6","1,6","0,8","0,3","0,7","1,5","10,5"
Sue Bird*,SEA,G,30,832,30,30,"27,7","3,5","8,2",",431","2,2","5,3",",419","1,3","2,9",",453","0,7","0,8",",833","0,3","2,6","5,3","0,9","0,1","1,6","1,0","10,0"
Nia Coffey,LAS,F,32,805,32,17,"25,2","2,9","6,9",",421","1,6","3,8",",417","1,3","3,2",",426","0,9","1,1",",778","0,6","3,8","0,9","0,8","1,2","1,4","2,7","8,3"
Marina Mabrey,DAL,G,32,773,32,8,"24,2","4,9","12,2",",405","2,0","5,8",",342","3,0","6,4",",461","1,4","1,6",",882","0,7","3,9","2,9","1,0","0,3","2,1","2,5","13,3"
Tiffany Mitchell,IND,G,28,765,28,25,"27,3","3,8","9,1",",421","0,4","1,7",",255","3,4","7,4",",459","3,9","4,5",",880","0,9","2,9","2,0","0,6","0,0","1,9","1,9","12,0"
Elizabeth Williams,ATL,C-F,32,761,32,32,"23,8","2,5","4,8",",516","0,0","0,0",0,"2,5","4,8",",516","0,8","1,7",",509","2,0","4,9","1,2","1,1","1,3","0,8","1,9","5,8"
Odyssey Sims,ATL,G,30,753,30,21,"25,1","3,5","9,5",",370","0,5","2,3",",232","3,0","7,2",",414","1,2","1,6",",729","0,5","2,5","3,6","1,2","0,1","1,6","1,5","8,7"
Monique Billings,ATL,F,31,740,31,9,"23,9","3,2","6,5",",495","0,0","0,1",",000","3,2","6,5",",500","1,7","2,5",",675","2,8","6,5","1,0","1,2","1,0","1,4","2,5","8,1"
Mercedes Russell,SEA,C,30,740,30,28,"24,7","3,1","5,0",",617","0,0","0,0",0,"3,1","5,0",",617","1,2","1,6",",766","1,7","6,1","1,6","0,9","0,4","1,3","2,6","7,3"
Leilani Mitchell,WAS,G,31,725,31,12,"23,4","2,1","5,7",",360","1,6","4,5",",357","0,5","1,2",",368","0,6","0,7",",826","0,4","2,0","2,5","0,5","0,1","1,1","1,5","6,4"
Amanda Zahui B.,LAS,C,30,714,30,27,"23,8","3,5","8,2",",429","1,0","3,6",",280","2,5","4,7",",543","1,1","1,4",",767","0,8","5,1","1,0","0,6","1,2","1,8","3,3","9,2"
Michaela Onyenwere,NYL,F,32,711,32,29,"22,2","2,8","7,1",",401","1,2","3,5",",327","1,7","3,6",",474","1,8","2,1",",836","0,7","2,9","0,6","0,4","0,3","1,1","2,5","8,6"
Dearica Hamby,LVA,F,29,710,29,0,"24,5","4,4","8,0",",545","0,3","1,2",",250","4,1","6,8",",599","2,6","3,9",",655","1,1","6,7","1,7","1,1","0,1","1,5","2,0","11,6"
Allisha Gray,DAL,G,25,694,25,16,"27,8","4,2","9,7",",438","1,2","3,3",",366","3,0","6,4",",475","2,2","2,6",",862","1,3","5,2","1,7","1,0","0,8","1,4","2,1","11,9"
Te'a Cooper,LAS,G,31,682,31,13,"22,0","3,1","8,3",",379","0,8","2,4",",324","2,4","5,9",",401","2,0","2,7",",750","0,1","1,7","1,4","0,9","0,2","1,8","2,2","9,1"
Isabelle Harrison,DAL,F,28,665,28,5,"23,8","4,6","8,6",",538","0,0","0,0",",000","4,6","8,5",",540","1,7","2,1",",783","1,6","5,9","1,1","1,1","0,7","1,5","2,5","10,9"
Kelsey Plum,LVA,G,26,665,26,0,"25,6","4,9","11,3",",437","1,7","4,4",",386","3,2","6,9",",469","3,3","3,5",",944","0,4","2,5","3,6","1,0","0,0","1,7","2,2","14,8"
Victoria Vivians,IND,G-F,31,661,31,8,"21,3","2,5","7,5",",333","1,0","4,1",",252","1,5","3,4",",433","0,8","1,0",",833","0,5","3,1","1,3","1,1","0,1","1,3","1,8","6,8"
Danielle Robinson,IND,G,24,659,24,24,"27,5","3,7","8,8",",417","0,2","1,0",",200","3,5","7,8",",446","2,3","2,6",",889","0,3","3,5","3,7","1,6","0,1","1,8","2,1","9,9"
Natisha Hiedeman,CON,G,32,644,32,5,"20,1","2,4","6,1",",400","1,6","4,0",",398","0,8","2,1",",403","1,1","1,6",",700","0,2","1,9","1,9","0,8","0,2","0,9","1,9","7,6"
Allie Quigley,CHI,G,26,635,26,11,"24,4","4,7","10,4",",448","2,1","4,6",",454","2,6","5,8",",444","1,8","1,9",",959","0,7","2,7","2,3","0,5","0,3","1,2","1,4","13,2"
Crystal Dangerfield,MIN,G,31,623,31,10,"20,1","2,8","7,2",",388","0,9","2,5",",359","1,9","4,7",",404","1,2","1,4",",857","0,3","2,0","2,8","0,7","0,1","1,4","1,9","7,7"
Bridget Carleton,MIN,F,32,618,32,10,"19,3","1,7","4,3",",401","0,8","2,3",",365","0,9","2,0",",444","0,5","0,6",",800","0,7","2,3","1,5","0,8","0,2","0,8","1,5","4,8"
Rebecca Allen,NYL,F-G,25,615,25,13,"24,6","3,0","8,6",",343","1,9","5,0",",381","1,0","3,6",",289","1,3","1,5",",892","0,8","3,7","1,1","1,6","1,2","0,8","2,2","9,2"
Candace Parker,CHI,F-C,23,615,23,23,"26,7","5,0","11,0",",458","1,0","3,2",",329","4,0","7,8",",511","2,2","2,7",",794","1,4","8,4","4,0","0,8","1,2","2,4","1,6","13,3"
Liz Cambage,LVA,C,25,595,25,24,"23,8","5,6","10,3",",543","0,2","0,6",",357","5,4","9,8",",553","2,8","4,0",",710","1,6","8,2","1,3","0,9","1,6","1,8","3,0","14,2"
Tiffany Hayes,ATL,G,21,595,21,19,"28,3","5,0","11,4",",438","1,6","4,0",",405","3,4","7,4",",455","3,0","3,6",",853","0,7","3,2","3,0","1,6","0,2","1,5","3,1","14,7"
Azura Stevens,CHI,F-C,30,587,30,11,"19,6","3,0","6,0",",500","0,5","1,5",",333","2,5","4,5",",556","0,9","1,1",",813","1,6","4,6","0,8","0,8","0,7","0,9","1,8","7,4"
Sydney Wiese,WAS,G,27,578,27,8,"21,4","1,5","4,7",",323","0,9","2,9",",291","0,7","1,8",",375","0,5","0,7",",778","0,2","1,3","1,6","0,4","0,0","1,0","0,7","4,4"
Damiris Dantas,MIN,C-F,24,572,24,20,"23,8","2,8","7,3",",377","1,4","4,3",",333","1,3","3,0",",438","0,8","1,0",",750","0,6","4,0","2,3","0,4","0,3","1,8","2,0","7,7"
Lindsay Allen,IND,G,32,571,32,8,"17,8","2,0","4,8",",428","0,4","1,5",",298","1,6","3,3",",486","0,9","1,2",",811","0,3","1,5","3,0","0,5","0,1","1,0","1,1","5,4"
Nneka Ogwumike,LAS,F,18,570,18,18,"31,7","6,1","11,4",",532","0,6","1,7",",367","5,4","9,7",",560","1,8","2,2",",800","1,4","6,5","2,7","1,4","0,3","2,2","1,8","14,5"
Kylee Shook,NYL,C,30,567,30,19,"18,9","2,4","5,1",",467","0,8","2,0",",393","1,6","3,0",",516","0,1","0,2",",800","0,7","4,0","1,4","0,3","0,5","1,3","1,6","5,7"
Katie Lou Samuelson,SEA,F,27,566,27,24,"21,0","2,7","5,9",",456","1,0","2,7",",351","1,7","3,1",",548","0,7","1,0",",731","0,4","3,5","1,7","0,7","0,3","1,1","1,7","7,0"
Shey Peddy,PHO,G,32,560,32,5,"17,5","1,9","4,6",",412","0,8","2,5",",333","1,1","2,1",",507","0,7","0,8",",920","0,8","2,3","2,5","0,9","0,1","1,0","1,0","5,4"
Theresa Plaisance,WAS,F,31,559,31,11,"18,0","2,3","6,5",",351","1,1","3,7",",302","1,2","2,8",",419","0,7","0,9",",815","0,7","4,4","1,4","0,8","0,7","1,2","2,2","6,4"
Jessica Breland,IND,F,26,544,26,18,"20,9","2,6","6,9",",372","0,2","0,6",",313","2,4","6,3",",378","0,5","0,7",",684","1,4","6,3","2,0","0,6","1,5","1,8","2,0","5,8"
Layshia Clarendon,TOT,G,22,543,22,20,"24,7","4,2","8,1",",517","0,2","0,6",",357","4,0","7,5",",530","1,3","1,7",",784","0,5","3,0","5,4","0,6","0,0","3,0","2,7","9,9"
Jordin Canada,SEA,G,29,542,29,3,"18,7","1,9","5,0",",389","0,1","0,5",",214","1,8","4,5",",408","1,8","2,2",",841","0,6","2,3","3,0","0,7","0,1","1,1","1,0","5,8"
Jantel Lavender,IND,F,27,539,27,14,"20,0","2,8","7,0",",404","0,1","0,7",",200","2,7","6,2",",429","0,7","0,7",",900","1,7","3,9","1,5","0,0","0,1","1,4","1,8","6,4"
Stephanie Talbot,SEA,F,30,538,30,9,"17,9","2,3","4,8",",483","0,9","2,2",",415","1,4","2,6",",538","0,2","0,3",",750","0,4","2,9","1,6","0,5","0,4","1,6","1,9","5,7"
Kristi Toliver,LAS,G,19,525,19,19,"27,6","3,5","8,5",",414","1,5","4,4",",337","2,1","4,2",",494","0,8","1,0",",842","0,5","1,5","2,8","0,7","0,0","1,7","1,9","9,4"
Sophie Cunningham,PHO,G,30,524,30,4,"17,5","2,0","4,5",",437","1,1","2,6",",410","0,9","1,9",",474","0,6","0,9",",704","0,3","2,0","1,1","0,5","0,2","0,5","1,9","5,6"
Tyasha Harris,DAL,G,32,522,32,3,"16,3","1,5","4,5",",336","0,6","1,8",",339","0,9","2,6",",333","0,8","0,9",",833","0,3","1,6","2,7","0,4","0,3","1,0","1,3","4,4"
Ruthy Hebard,CHI,F,30,505,30,6,"16,8","2,4","4,6",",529","0,0","0,1",",000","2,4","4,5",",537","0,9","1,1",",794","1,4","4,4","0,8","0,7","0,7","0,6","2,0","5,8"
Moriah Jefferson,DAL,G,29,500,29,28,"17,2","2,3","5,1",",449","0,8","1,7",",460","1,5","3,3",",443","0,1","0,2",",600","0,4","2,0","2,5","0,8","0,2","1,4","1,4","5,4"
Aari McDonald,ATL,G,30,493,30,4,"16,4","1,9","5,8",",322","1,1","3,5",",308","0,8","2,3",",343","1,5","1,7",",882","0,3","1,6","2,0","0,8","0,2","1,2","1,8","6,3"
Kaila Charles,CON,G-F,30,488,30,4,"16,3","1,6","4,4",",368","0,3","1,1",",303","1,3","3,3",",390","0,7","0,8",",875","1,1","2,8","1,1","0,5","0,4","0,9","2,0","4,3"
Stefanie Dolson,CHI,C,24,480,24,15,"20,0","3,0","6,1",",486","0,8","2,0",",404","2,2","4,1",",525","0,8","0,8",",947","0,7","3,5","1,3","0,3","0,8","1,3","2,7","7,5"
Candice Dupree,TOT,F,26,463,26,6,"17,8","2,8","6,5",",435","0,0","0,3",",143","2,8","6,3",",448","0,7","0,8",",818","0,6","3,0","0,7","0,5","0,2","0,8","1,1","6,4"
Myisha Hines-Allen,WAS,F,18,462,18,17,"25,7","4,9","11,9",",414","0,7","2,3",",317","4,2","9,7",",437","2,3","3,1",",732","1,8","7,0","2,5","1,3","0,6","1,8","2,5","12,9"
Ezi Magbegor,SEA,F-C,30,456,30,3,"15,2","2,7","5,3",",506","0,2","0,3",",556","2,5","5,0",",503","1,1","1,3",",846","1,5","3,9","0,8","0,6","0,9","0,9","2,2","6,7"
Diana Taurasi,PHO,G,16,455,16,16,"28,4","4,4","11,9",",366","2,6","7,6",",339","1,8","4,4",",414","3,9","4,5",",861","0,2","4,4","4,9","0,2","0,6","2,9","2,4","15,2"
Jazmine Jones,NYL,G,27,448,27,0,"16,6","2,0","5,5",",356","0,7","1,7",",383","1,3","3,8",",343","1,3","1,7",",761","0,4","2,4","1,1","0,5","0,4","1,6","2,4","5,9"
Kiah Stokes,TOT,C,24,443,24,8,"18,5","0,7","1,2",",571","0,0","0,1",",500","0,6","1,1",",577","0,2","0,3",",667","1,5","5,4","0,8","0,4","0,7","0,5","1,4","1,5"
Shavonte Zellous,WAS,G,28,442,28,5,"15,8","1,5","4,1",",377","0,4","1,5",",244","1,2","2,6",",452","0,9","1,1",",806","0,6","2,4","1,6","0,4","0,2","0,8","1,7","4,3"
Kia Vaughn,PHO,C,28,441,28,2,"15,8","2,1","4,8",",444","0,0","0,0",",000","2,1","4,7",",447","0,4","0,7",",600","0,8","2,7","1,3","0,2","0,2","1,3","1,6","4,6"
Crystal Bradford,ATL,F,24,440,24,9,"18,3","3,4","8,0",",429","1,2","3,4",",358","2,2","4,6",",482","0,8","1,6",",462","1,3","3,8","1,5","1,2","0,4","1,0","2,3","8,8"
Tianna Hawkins,ATL,F,28,433,28,8,"15,5","1,8","4,5",",397","0,6","2,4",",242","1,2","2,1",",567","0,8","0,8",",913","0,5","3,1","0,6","0,4","0,5","1,1","2,2","4,9"
Megan Walker,PHO,F,29,426,29,7,"14,7","1,6","5,1",",311","0,7","2,6",",267","0,9","2,5",",356","0,7","1,0",",633","0,2","1,3","0,9","0,2","0,3","0,8","1,8","4,5"
Satou Sabally,DAL,F,17,423,17,14,"24,9","4,1","9,7",",418","1,1","3,2",",327","3,0","6,5",",464","2,8","3,6",",770","1,6","5,9","2,8","0,2","0,8","2,3","3,2","11,9"
Epiphanny Prince,SEA,G,29,416,29,2,"14,3","2,0","4,6",",439","0,9","1,7",",500","1,1","2,8",",402","0,9","1,0",",897","0,3","1,6","1,7","0,7","0,2","0,9","1,1","5,8"
Bella Alarie,DAL,C-F,31,407,31,11,"13,1","1,0","2,1",",500","0,0","0,1",",000","1,0","2,0",",516","0,5","0,6",",850","1,4","3,3","0,5","0,6","0,6","0,6","1,4","2,6"
Natasha Howard,NYL,F,13,357,13,13,"27,5","6,7","13,5",",494","0,9","2,8",",333","5,8","10,8",",536","1,8","2,4",",774","2,2","7,2","1,7","1,3","0,5","3,8","2,9","16,2"
Erica McCall,WAS,F,23,356,23,6,"15,5","1,6","3,2",",500","0,0","0,0",",000","1,6","3,2",",507","0,9","1,4",",625","1,4","4,3","0,6","0,3","0,4","0,9","2,0","4,1"
Shatori Walker-Kimbrough,TOT,G,17,350,17,13,"20,6","2,4","4,6",",513","0,5","1,5",",320","1,9","3,1",",604","1,8","2,1",",857","0,2","1,4","0,9","0,7","0,3","1,2","1,6","6,9"
DiDi Richards,NYL,G-F,31,346,31,0,"11,2","0,9","2,1",",422","0,3","0,7",",455","0,5","1,4",",405","0,2","0,3",",600","0,3","1,1","0,8","0,5","0,2","0,5","0,8","2,3"
Charli Collier,DAL,C,28,345,28,18,"12,3","1,4","3,1",",465","0,0","0,0",0,"1,4","3,1",",465","0,6","0,8",",696","1,1","3,6","0,2","0,1","0,2","0,5","1,8","3,4"
Astou Ndour-Fall,CHI,C-F,20,342,20,8,"17,1","2,3","5,8",",397","0,4","1,7",",235","1,9","4,1",",463","1,6","1,7",",941","1,6","4,8","0,4","0,4","0,8","0,9","2,2","6,6"
Rachel Banham,MIN,G,27,341,27,0,"12,6","1,9","4,8",",395","1,0","2,8",",373","0,9","2,0",",426","0,2","0,3",",625","0,1","1,2","1,6","0,3","0,1","0,9","1,7","5,0"
Bria Holmes,TOT,G,19,318,19,5,"16,7","1,6","5,1",",323","0,4","1,7",",242","1,2","3,3",",365","0,7","1,2",",565","1,1","2,6","1,1","0,8","0,3","1,1","1,1","4,4"
Aerial Powers,MIN,G,14,309,14,7,"22,1","4,4","10,2",",427","0,8","2,5",",314","3,6","7,7",",463","3,9","4,3",",917","0,9","3,6","2,1","0,4","0,4","2,9","2,1","13,4"
Lauren Cox,TOT,F,26,305,26,0,"11,7","1,0","2,5",",385","0,1","0,3",",250","0,9","2,2",",404","0,6","0,8",",800","0,6","3,0","0,5","0,5","0,6","0,6","1,1","2,6"
Emma Cannon,TOT,F,20,295,20,6,"14,8","2,3","5,1",",446","0,4","1,2",",292","1,9","3,9",",494","0,7","0,9",",722","1,3","3,7","0,9","0,3","0,2","1,6","2,1","5,5"
Arella Guirantes,LAS,G,25,291,25,2,"11,6","1,0","3,8",",274","0,2","1,1",",222","0,8","2,7",",294","0,8","1,0",",808","0,2","1,3","0,6","0,3","0,2","0,5","1,0","3,2"
Chennedy Carter,ATL,G,11,280,11,11,"25,5","5,5","12,0",",455","0,1","0,8",",111","5,4","11,2",",480","3,2","3,6",",875","0,5","1,3","3,3","0,7","0,4","2,1","3,0","14,2"
Beatrice Mompremier,CON,F,32,275,32,0,"8,6","0,8","1,7",",491","0,0","0,0",0,"0,8","1,7",",491","0,2","0,4",",417","0,9","2,4","0,2","0,4","0,3","0,6","1,4","1,8"
Cheyenne Parker-Tyus,ATL,F,13,270,13,11,"20,8","3,8","8,5",",455","0,8","2,3",",333","3,1","6,2",",500","1,7","2,2",",786","1,0","4,5","1,2","1,2","0,9","1,3","2,2","10,2"
Natalie Achonwa,MIN,F,21,253,21,1,"12,0","1,2","2,9",",426","0,0","0,0",",000","1,2","2,9",",433","1,2","1,3",",893","0,6","2,1","1,2","0,6","0,2","0,6","1,6","3,7"
Shekinna Stricklen,ATL,F,24,236,24,0,"9,8","0,9","3,5",",259","0,6","2,8",",212","0,3","0,8",",421","0,1","0,2",",400","0,1","0,9","0,3","0,4","0,2","0,1","1,1","2,5"
Jessica Shepard,MIN,F,22,231,22,0,"10,5","0,7","2,0",",364","0,0","0,5",",083","0,7","1,5",",469","0,5","0,7",",750","1,1","3,2","1,7","0,1","0,2","0,8","0,9","2,0"
JiSu Park,LVA,C,25,223,25,0,"8,9","0,7","2,1",",327","0,0","0,2",",000","0,7","1,9",",354","0,6","0,7",",833","0,6","1,8","0,8","0,1","0,6","0,8","1,1","2,0"
Dana Evans,TOT,G,29,221,29,0,"7,6","0,9","2,7",",342","0,6","1,6",",400","0,3","1,2",",265","0,8","0,9",",885","0,0","0,4","1,0","0,2","0,0","0,6","0,7","3,3"
DiJonai Carrington,CON,G-F,24,220,24,1,"9,2","1,1","3,4",",329","0,1","0,9",",143","1,0","2,5",",393","0,5","0,6",",733","0,6","2,0","0,5","0,5","0,1","0,9","1,5","2,8"
Leaonna Odom,NYL,F,18,217,18,0,"12,1","1,2","2,5",",467","0,3","0,9",",294","0,9","1,6",",571","0,5","0,7",",750","0,6","1,2","0,4","0,3","0,3","0,6","1,4","3,1"
Reshanda Gray,NYL,F,15,210,15,0,"14,0","2,3","4,3",",531","0,1","0,6",",222","2,1","3,7",",582","1,2","1,7",",692","0,9","3,5","0,3","0,3","0,3","1,4","3,1","5,9"
Karlie Samuelson,TOT,G,14,206,14,3,"14,7","1,1","3,1",",364","0,9","2,2",",387","0,3","0,9",",308","0,5","0,6",",778","0,2","1,9","0,8","0,5","0,0","0,6","1,5","3,6"
Kennedy Burke,SEA,G-F,23,176,23,0,"7,7","1,1","2,4",",446","0,3","0,8",",333","0,8","1,7",",500","0,4","0,7",",625","0,3","0,8","0,3","0,3","0,1","0,5","0,6","2,9"
Kysre Gondrezick,IND,G,19,173,19,0,"9,1","0,7","2,4",",283","0,4","1,5",",286","0,3","0,9",",278","0,1","0,2",",500","0,2","1,0","0,9","0,4","0,0","0,9","0,7","1,9"
Lexie Brown,CHI,G,17,162,17,0,"9,5","0,6","2,2",",263","0,5","1,9",",242","0,1","0,3",",400","0,0","0,0",0,"0,0","0,7","1,1","0,4","0,0","0,5","0,6","1,6"
Awak Kuier,DAL,F,16,142,16,0,"8,9","0,8","2,4",",308","0,2","1,1",",167","0,6","1,3",",429","0,7","0,9",",786","0,6","2,4","0,6","0,3","0,8","1,0","0,6","2,4"
Blake Dietrick,ATL,G,9,141,9,0,"15,7","0,9","3,0",",296","0,6","1,8",",313","0,3","1,2",",273","0,0","0,0",0,"0,3","1,6","1,2","0,6","0,1","0,6","2,2","2,3"
Kristine Anigwe,TOT,F-C,10,136,10,1,"13,6","1,2","2,9",",414","0,0","0,0",0,"1,2","2,9",",414","1,0","1,8",",556","1,1","3,3","0,5","0,5","0,1","1,2","2,8","3,4"
Chiney Ogwumike,LAS,F-C,7,134,7,3,"19,1","2,9","7,0",",408","0,4","0,6",",750","2,4","6,4",",378","0,9","1,1",",750","1,6","4,1","1,3","0,9","0,4","0,9","3,3","7,0"
Destiny Slocum,LVA,G,21,133,21,0,"6,3","0,3","1,0",",318","0,2","0,7",",333","0,1","0,3",",286","0,1","0,2",",600","0,1","0,9","0,6","0,1","0,0","0,3","0,9","1,0"
Aaliyah Wilson,IND,G,14,119,14,0,"8,5","0,4","1,9",",231","0,1","0,5",",143","0,4","1,4",",263","0,1","0,3",",500","0,4","0,9","0,6","0,2","0,1","0,6","1,2","1,1"
Alanna Smith,PHO,F,18,117,18,0,"6,5","0,4","1,9",",235","0,2","1,2",",190","0,2","0,7",",308","0,1","0,2",",250","0,3","1,3","0,6","0,4","0,3","0,3","0,6","1,2"
Megan Gustafson,WAS,C,11,109,11,1,"9,9","1,7","2,9",",594","0,0","0,2",",000","1,7","2,7",",633","0,5","0,8",",667","1,0","3,6","0,0","0,2","0,1","0,8","0,9","4,0"
Bernadett Hatar,IND,C,7,106,7,2,"15,1","2,0","4,1",",483","0,0","0,0",0,"2,0","4,1",",483","0,9","1,0",",857","1,0","2,6","0,3","0,4","0,4","1,6","2,6","4,9"
Stephanie Jones,CON,F,18,99,18,0,"5,5","0,7","1,6",",414","0,0","0,1",",000","0,7","1,5",",444","0,1","0,1",",500","0,6","1,2","0,2","0,1","0,1","0,2","0,5","1,4"
Kiara Leslie,WAS,G,9,86,9,0,"9,6","0,9","2,7",",333","0,2","0,8",",286","0,7","1,9",",353","0,8","0,9",",875","0,2","2,2","0,2","0,4","0,0","0,4","1,2","2,8"
Stephanie Watts,CHI,G,6,84,6,0,"14,0","0,7","3,2",",211","0,2","1,7",",100","0,5","1,5",",333","1,0","1,3",",750","1,3","3,7","0,5","0,5","0,3","1,3","2,2","2,5"
Chelsea Dungee,DAL,G,14,64,14,0,"4,6","0,2","1,2",",176","0,1","0,7",",200","0,1","0,5",",143","0,0","0,0",0,"0,1","0,2","0,1","0,0","0,1","0,1","0,5","0,6"
Cierra Burdick,TOT,F,14,64,14,0,"4,6","0,4","0,8",",455","0,0","0,0",0,"0,4","0,8",",455","0,2","0,4",",600","0,5","1,4","0,4","0,2","0,2","0,2","0,4","0,9"
Elena Delle Donne,WAS,F-G,3,52,3,3,"17,3","4,3","9,0",",481","1,0","1,7",",600","3,3","7,3",",455","4,0","4,0","1,000","1,0","4,3","0,7","0,0","0,3","0,7","0,7","13,7"
Bria Hartley,PHO,G,6,51,6,0,"8,5","1,5","2,7",",563","0,7","1,2",",571","0,8","1,5",",556","0,0","0,0",0,"0,3","0,7","0,8","0,2","0,0","0,8","0,2","3,7"
Chelsey Perry,IND,F,6,40,6,0,"6,7","0,8","3,0",",278","0,3","1,5",",222","0,5","1,5",",333","0,2","0,3",",500","0,0","1,0","0,3","0,5","0,0","0,3","1,2","2,2"
Alyssa Thomas,CON,F,3,37,3,0,"12,3","1,3","5,0",",267","0,0","0,0",0,"1,3","5,0",",267","1,0","1,3",",750","0,3","3,3","1,3","0,3","0,0","1,0","1,3","3,7"
Kiana Williams,SEA,G,10,35,10,0,"3,5","0,1","0,7",",143","0,1","0,6",",167","0,0","0,1",",000","0,1","0,1","1,000","0,0","0,4","0,2","0,1","0,0","0,2","0,3","0,4"
Shyla Heal,CHI,G,4,31,4,0,"7,8","0,3","2,0",",125","0,0","0,8",",000","0,3","1,3",",200","1,5","1,5","1,000","0,3","0,8","0,8","0,0","0,0","2,5","1,5","2,0"
Stella Johnson,WAS,G,6,31,6,0,"5,2","0,5","1,3",",375","0,3","0,8",",400","0,2","0,5",",333","0,7","0,7","1,000","0,5","0,5","0,3","0,0","0,2","0,8","1,2","2,0"
Joyner Holmes,TOT,F,5,28,5,0,"5,6","1,0","2,0",",500","0,6","0,8",",750","0,4","1,2",",333","0,0","0,0",0,"0,0","0,8","0,6","0,0","0,2","0,4","0,6","2,6"
Brittany Boyd,CHI,G,2,22,2,0,"11,0","0,5","2,0",",250","0,5","1,0",",500","0,0","1,0",",000","0,5","1,0",",500","0,0","1,0","2,0","1,0","0,0","2,0","1,0","2,0"
Jasmine Walker,LAS,F,2,20,2,0,"10,0","0,0","2,5",",000","0,0","2,0",",000","0,0","0,5",",000","0,0","1,0",",000","0,0","0,5","1,0","1,0","0,5","0,5","0,5","0,0"
Natasha Mack,TOT,F-C,4,18,4,0,"4,5","0,5","0,8",",667","0,0","0,0",0,"0,5","0,8",",667","0,5","0,5","1,000","0,3","1,0","0,0","0,0","0,0","0,5","0,5","1,5"
Jillian Alleyne,WAS,C-F,2,8,2,0,"4,0","0,0","1,0",",000","0,0","0,0",0,"0,0","1,0",",000","0,0","0,0",0,"0,5","2,0","0,0","0,5","0,0","0,0","0,0","0,0"
Haley Gorecki,PHO,G,3,6,3,0,"2,0","0,0","0,3",",000","0,0","0,3",",000","0,0","0,0",0,"0,0","0,0",0,"0,0","0,7","0,0","0,0","0,0","0,3","0,0","0,0"
Kalani Brown,ATL,C,1,5,1,0,"5,0","1,0","3,0",",333","0,0","0,0",0,"1,0","3,0",",333","0,0","0,0",0,"0,0","1,0","0,0","0,0","0,0","0,0","0,0","2,0"
Linnae Harper,MIN,G,1,5,1,0,"5,0","0,0","0,0",0,"0,0","0,0",0,"0,0","0,0",0,"0,0","0,0",0,"0,0","1,0","0,0","0,0","0,0","0,0","2,0","0,0"
Aleah Goodman,CON,G,1,3,1,0,"3,0","0,0","0,0",0,"0,0","0,0",0,"0,0","0,0",0,"0,0","0,0",0,"0,0","0,0","1,0","0,0","0,0","0,0","1,0","0,0"
Mikiah Herbert Harrigan,SEA,F,1,1,1,0,"1,0","0,0","0,0",0,"0,0","0,0",0,"0,0","0,0",0,"0,0","0,0",0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
Angel McCoughtry,LVA,F-G,1,0,1,0,"0,0","0,0","1,0",",000","0,0","0,0",0,"0,0","1,0",",000","0,0","0,0",0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"


===== wnba_2021_advanced.txt =====
Player,Team,Pos,G,MP,G,MP,PER,TS%,eFG%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg, ,OWS,DWS,WS,WS/40
Courtney Williams,ATL,G,32,1101,32,1101,"17,0",",465",",453",",187",",097","4,3","11,0","21,0","1,6","1,3","9,2","25,1",97,108,0,"0,7","0,5","1,2",",042"
Betnijah Laney-Hamilton,NYL,G-F,32,1069,32,1069,"14,6",",532",",489",",242",",271","3,0","7,1","30,4","1,0","0,2","19,1","26,4",98,109,0,"0,8","0,2","1,0",",036"
